index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Month,Weekday
111959,404-4439183-2085131,2022-06-12,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3256,JNE3256-KR-XXXL,kurta,3XL,B07RSWN1C4,Shipped,1,INR,487.0,KANHANGAD,KERALA,671315.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-S7ABCHMT36NJC,Amazon PLCC Free-Financing Universal Merchant AAT-5DVF2TMYR72D4,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-06,Sunday
72538,407-2750277-5869135,2022-05-12,Shipped,Amazon,Amazon.in,Expedited,JNE3489,JNE3489-KR-L,kurta,L,B08F3BMYQJ,Shipped,1,INR,487.0,NEW DELHI,DELHI,110054.0,IN,,False,,2022-05,Thursday
42848,405-1594500-5871504,2022-04-04,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-M,Set,M,B08YN44FZJ,Shipped,1,INR,729.0,VISAKHAPATNAM,ANDHRA PRADESH,530040.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Monday
14423,408-1581482-6263548,2022-04-21,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,635.0,HAJIPUR,BIHAR,844102.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Thursday
94271,406-5612342-9932318,2022-06-26,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XL,Set,XL,B09NQ51CH7,Shipped,1,INR,635.0,Kolkata,WEST BENGAL,700075.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-06,Sunday
36031,406-6646860-9543568,2022-04-09,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690.0,BENGALURU,KARNATAKA,560035.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Saturday
105131,408-1072011-3343532,2022-06-17,Cancelled,Amazon,Amazon.in,Expedited,JNE3811,JNE3811-KR-XXL,kurta,XXL,B09RKBVHJ1,Cancelled,0,,,CHENNAI,TAMIL NADU,600077.0,IN,,False,,2022-06,Friday
99386,404-8440595-5309939,2022-06-22,Cancelled,Amazon,Amazon.in,Expedited,SET357,SET357-KR-NP-XL,Set,XL,B09Y3FNR5D,Unshipped,1,INR,725.0,PUNE,MAHARASHTRA,411040.0,IN,,False,,2022-06,Wednesday
114325,403-3241996-9501931,2022-06-10,Shipped,Amazon,Amazon.in,Expedited,J0080,J0080-TP-XS,Top,XS,B09268MT2C,Shipped,1,INR,709.0,BENGALURU,KARNATAKA,560016.0,IN,,False,,2022-06,Friday
98825,407-6048548-0331500,2022-06-22,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,Shipped,1,INR,458.0,PUNE,MAHARASHTRA,411040.0,IN,,False,,2022-06,Wednesday
113844,171-2085763-8544307,2022-06-11,Shipped,Amazon,Amazon.in,Expedited,MEN5026,MEN5026-KR-XXL,kurta,XXL,B08YYZ9MFV,Shipped,1,INR,709.0,JAIPUR,RAJASTHAN,302017.0,IN,,False,,2022-06,Saturday
76365,408-9850291-0519527,2022-05-09,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-L,kurta,L,B08KRXTFXH,Shipped,1,INR,399.0,Haldwani,UTTARAKHAND,263139.0,IN,,False,,2022-05,Monday
55490,404-7681267-5668333,2022-05-27,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Shipped,1,INR,435.0,LAKHIMPUR,UTTAR PRADESH,262701.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Friday
49550,402-4864414-2213108,2022-05-31,Cancelled,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XS,kurta,XS,B091Q9S5ZK,Cancelled,0,,,NAVI MUMBAI,MAHARASHTRA,400708.0,IN,,False,,2022-05,Tuesday
41867,407-4568389-7493937,2022-04-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3654,JNE3654-TP-XXL,Top,XXL,B09B3GWVJ9,Shipped,1,INR,387.0,VAPI,Gujarat,396195.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-275LMAQ3T5REI,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Tuesday
16695,171-7028063-8173166,2022-04-20,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-M,kurta,M,B07R52578F,Shipped,1,INR,442.0,SALEM,TAMIL NADU,636302.0,IN,,False,,2022-04,Wednesday
109883,171-1665897-4565965,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,SET285,SET285-KR-SHA-XXXL,Set,3XL,B099NJ9F31,Shipped,1,INR,499.0,HYDERABAD,TELANGANA,500059.0,IN,,False,,2022-06,Monday
1599,403-1541384-9341954,2022-04-29,Cancelled,Amazon,Amazon.in,Expedited,JNE3635,JNE3635-KR-L,kurta,L,B08XVYN7G6,Unshipped,1,INR,345.0,Chennai,TAMIL NADU,600126.0,IN,,False,,2022-04,Friday
122789,171-0973942-5173962,2022-06-05,Cancelled,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-L,Set,L,B08W9P5TV7,Cancelled,0,,,BENGALURU,KARNATAKA,560040.0,IN,,False,,2022-06,Sunday
76381,405-7948051-9223520,2022-05-09,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-M,kurta,M,B09K3TFNR8,Shipped,1,INR,487.0,FATEHABAD,HARYANA,125050.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-ZF7YE6D3FPHMI,Amazon PLCC Free-Financing Universal Merchant AAT-TNYHCYLOWRIHK,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-05,Monday
43918,408-6176089-0004346,2022-04-04,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-M,Set,M,B09RSSRWPJ,Shipped,1,INR,0.0,RISHIKESH,UTTARAKHAND,249203.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship,2022-04,Monday
21103,404-5353827-4441116,2022-04-18,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0339,J0339-DR-XXXL,Western Dress,3XL,B09831N6TV,Shipped,1,INR,744.0,PUNE,MAHARASHTRA,411030.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-04,Monday
113771,406-9545501-4565901,2022-06-11,Cancelled,Amazon,Amazon.in,Expedited,J0332,J0332-DR-XXL,Western Dress,XXL,B09LM6C4WH,Cancelled,0,,,BETTIAH,BIHAR,845438.0,IN,,False,,2022-06,Saturday
76938,407-1676319-9401924,2022-05-09,Shipped,Amazon,Amazon.in,Expedited,J0043,J0043-SET-S,Set,S,B089FZW8GF,Shipped,1,INR,611.0,PUNE,MAHARASHTRA,411001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Monday
22684,404-4382429-7649129,2022-04-17,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXXL,Top,3XL,B08N43MK22,Shipped,1,INR,518.0,BENGALURU,KARNATAKA,560043.0,IN,,False,,2022-04,Sunday
66752,405-8329783-4749107,2022-05-17,Shipped,Amazon,Amazon.in,Expedited,J0223,J0223-SKD-XXXL,Set,3XL,B09KRT8BMY,Shipped,1,INR,1181.0,BENGALURU,KARNATAKA,560068.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Tuesday
27537,406-2078154-9075560,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3835,JNE3835-KR-S,kurta,S,B09Q3J655Y,Shipped,1,INR,521.0,CHITAPUR,KARNATAKA,585211.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-LMLYJV5SYVNDA,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Thursday
93805,402-1289529-1454711,2022-06-27,Shipped,Amazon,Amazon.in,Expedited,J0225,J0225-SKD-M,Set,M,B09RKBW4CH,Shipped,1,INR,1284.0,BALURGHAT,WEST BENGAL,733101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-06,Monday
77435,171-8979752-4567517,2022-05-08,Cancelled,Amazon,Amazon.in,Expedited,PJNE2199,PJNE2199-KR-N-6XL,kurta,6XL,B09LD4J4NP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400015.0,IN,,False,,2022-05,Sunday
51296,403-2162406-6808361,2022-05-30,Shipped,Amazon,Amazon.in,Expedited,SET251,SET251-KR-PP-M,Set,M,B091SPWM8L,Shipped,1,INR,759.0,KANGRA,HIMACHAL PRADESH,176001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Monday
24933,407-9043561-3857938,2022-04-15,Shipped,Amazon,Amazon.in,Expedited,J0219,J0219-BL-XXL,Blouse,XXL,B09PBXNJPC,Shipped,1,INR,625.0,SURENDRANAGAR,Gujarat,363030.0,IN,,False,,2022-04,Friday
72978,171-7523180-2397117,2022-05-12,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0207,J0207-DR-XXXL,Western Dress,3XL,B0967QTQXK,Shipped,1,INR,885.0,PUNE,MAHARASHTRA,411057.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-2MN4SWBDTUSNI,Amazon PLCC Free-Financing Universal Merchant AAT-4VFZUZS2EO5J2,Amazon PLCC Free-Financing Universal Merchant AAT-E4LY4VKBFF2NI,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-05,Thursday
45115,403-4177115-8695509,2022-04-03,Shipped,Amazon,Amazon.in,Expedited,J0290,J0290-CD-XXL,Top,XXL,B08PV456CQ,Shipped,1,INR,534.0,IMPHAL,MANIPUR,795004.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Sunday
16301,403-2362326-8521937,2022-04-20,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-M,Set,M,B09NQ3TN2T,Shipped,1,INR,597.0,BADLAPUR,MAHARASHTRA,421504.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Wednesday
84112,408-3763175-7847535,2022-05-04,Shipped,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-M,Set,M,B0983F3BLZ,Shipped,1,INR,1432.0,LUCKNOW,UTTAR PRADESH,226010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Wednesday
103959,404-6829959-9317149,2022-06-18,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5025,MEN5025-KR-L,kurta,L,B08YYTM98L,Shipped,1,INR,754.0,"Tangi, Cuttack",ODISHA,754022.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-7L53RVBBSPI3S,Amazon PLCC Free-Financing Universal Merchant AAT-FXGH5APHPAWRQ,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-06,Saturday
85738,408-0475373-0668330,2022-05-03,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXL,Set,XXL,B09KXSQ73F,Shipped,1,INR,626.0,VISAKHAPATNAM,ANDHRA PRADESH,530018.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Tuesday
13108,404-7585465-8048360,2022-04-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-S,Set,S,B0894X27FC,Cancelled,0,,,DUMKA,JHARKHAND,814101.0,IN,,False,,2022-04,Friday
37753,404-1159974-2893928,2022-04-08,Shipped,Amazon,Amazon.in,Expedited,JNE3870,JNE3870-DR-XS,Western Dress,XS,B09RK88FZB,Shipped,1,INR,721.0,MUMBAI,MAHARASHTRA,400081.0,IN,,False,,2022-04,Friday
84187,405-8205815-3155552,2022-05-04,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-XXXL,Set,3XL,B09QJMF9YB,Shipped,1,INR,1260.0,AGRA,UTTAR PRADESH,282005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Wednesday
100704,408-9678244-3505141,2022-06-21,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-A-XL,Western Dress,XL,B09TH3H2DP,Shipped,1,INR,0.0,NEW DELHI,DELHI,110044.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-7L53RVBBSPI3S,Amazon PLCC Free-Financing Universal Merchant AAT-FXGH5APHPAWRQ,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship,2022-06,Tuesday
1879,171-0507987-9169958,2022-04-29,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Shipped,1,INR,599.0,AURANGABAD,MAHARASHTRA,431001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Friday
304,408-9255314-3102740,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET128,SET128-KR-DH-M,Set,M,B07WZFT117,Shipped,1,INR,1133.0,BARSHI,MAHARASHTRA,413401.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Saturday
65741,404-5689844-5617906,2022-05-18,Shipped,Amazon,Amazon.in,Expedited,JNE3638,JNE3638-KR-XL,kurta,XL,B09812STL3,Shipped,1,INR,517.0,PUNE,MAHARASHTRA,411041.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Wednesday
118159,406-0096354-5728308,2022-06-08,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-XS,kurta,XS,B07K329NJ2,Shipped,1,INR,729.0,NEW DELHI,DELHI,110078.0,IN,,False,,2022-06,Wednesday
14221,404-2611997-2789927,2022-04-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXL,Set,XXL,B09KXSQ73F,Shipped,1,INR,626.0,THANE,MAHARASHTRA,401501.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Friday
24006,404-7554564-8107551,2022-04-16,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XXL,Set,XXL,B08XQ8MJZG,Shipped,1,INR,788.0,THIRUVALLA,KERALA,689104.0,IN,,False,,2022-04,Saturday
19410,171-6712864-3898762,2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,SILCHAR,ASSAM,788015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Tuesday
56103,402-1540919-1994742,2022-05-26,Shipped,Amazon,Amazon.in,Expedited,JNE3637,JNE3637-KR-XXXL,kurta,3XL,B09TKZPRDH,Shipped,1,INR,499.0,HYDERABAD,TELANGANA,500038.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Thursday
45067,402-2523336-3817902,2022-04-03,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0219,J0219-BL-XXL,Blouse,XXL,B09PBXNJPC,Shipped,1,INR,869.0,SURAT,Gujarat,395007.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Sunday
